InvoiceId	InvoiceDate	CustomerId	TrackId	TrackName	ArtistId	ArtistName	AlbumId	AlbumTitle	GenreId	Genre	MediaTypeId	MediaType	Composer	UnitPrice	Quantity	Amount
98	2010-03-11 00:00:00	1	3248	Take the Celestra	158	Battlestar Galactica (Classic)	253	Battlestar Galactica (Classic), Season 1	20	Sci Fi & Fantasy	3	Protected MPEG-4 video file		1.99	1	1.99
99	2010-03-11 00:00:00	3	3250	Pilot	159	Aquaman	254	Aquaman	19	TV Shows	3	Protected MPEG-4 video file		1.99	1	1.99
99	2010-03-11 00:00:00	3	3252	Through the Looking Glass, Pt. 1	149	Lost	229	Lost, Season 3	21	Drama	3	Protected MPEG-4 video file		1.99	1	1.99
100	2010-03-12 00:00:00	5	3254	#9 Dream	150	U2	255	Instant Karma: The Amnesty International Campaign to Save Darfur	9	Pop	2	Protected AAC audio file		0.99	1	0.99
100	2010-03-12 00:00:00	5	3256	Give Peace a Chance	150	U2	255	Instant Karma: The Amnesty International Campaign to Save Darfur	9	Pop	2	Protected AAC audio file		0.99	1	0.99
100	2010-03-12 00:00:00	5	3258	Whatever Gets You Thru the Night	150	U2	255	Instant Karma: The Amnesty International Campaign to Save Darfur	9	Pop	2	Protected AAC audio file		0.99	1	0.99
100	2010-03-12 00:00:00	5	3260	Gimme Some Truth	150	U2	255	Instant Karma: The Amnesty International Campaign to Save Darfur	9	Pop	2	Protected AAC audio file		0.99	1	0.99
101	2010-03-13 00:00:00	9	3264	Jealous Guy	150	U2	255	Instant Karma: The Amnesty International Campaign to Save Darfur	9	Pop	2	Protected AAC audio file		0.99	1	0.99
101	2010-03-13 00:00:00	9	3268	Beautiful Boy	150	U2	255	Instant Karma: The Amnesty International Campaign to Save Darfur	9	Pop	2	Protected AAC audio file		0.99	1	0.99
101	2010-03-13 00:00:00	9	3272	Gimme Some Truth	150	U2	255	Instant Karma: The Amnesty International Campaign to Save Darfur	9	Pop	2	Protected AAC audio file		0.99	1	0.99
101	2010-03-13 00:00:00	9	3276	Sympton of the Universe	114	Ozzy Osbourne	256	Speak of the Devil	1	Rock	2	Protected AAC audio file		0.99	1	0.99
101	2010-03-13 00:00:00	9	3280	War Pigs	114	Ozzy Osbourne	256	Speak of the Devil	1	Rock	2	Protected AAC audio file		0.99	1	0.99
101	2010-03-13 00:00:00	9	3284	Never Say Die	114	Ozzy Osbourne	256	Speak of the Devil	1	Rock	2	Protected AAC audio file		0.99	1	0.99
102	2010-03-16 00:00:00	15	3290	The Zoo	179	Scorpions	257	20th Century Masters - The Millennium Collection: The Best of Scorpions	1	Rock	2	Protected AAC audio file		0.99	1	0.99
102	2010-03-16 00:00:00	15	3296	I Can't Explain	179	Scorpions	257	20th Century Masters - The Millennium Collection: The Best of Scorpions	1	Rock	2	Protected AAC audio file		0.99	1	0.99
102	2010-03-16 00:00:00	15	3302	Put Your Head Out	180	House Of Pain	258	House of Pain	17	Hip Hop/Rap	1	MPEG audio file	E. Schrody/L. Freese/L. Muggerud	0.99	1	0.99
102	2010-03-16 00:00:00	15	3308	Danny Boy, Danny Boy	180	House Of Pain	258	House of Pain	17	Hip Hop/Rap	1	MPEG audio file	E. Schrody/L. Muggerud	0.99	1	0.99
102	2010-03-16 00:00:00	15	3314	One For The Road	180	House Of Pain	258	House of Pain	17	Hip Hop/Rap	1	MPEG audio file	E. Schrody/L. Dimant/L. Muggerud	0.99	1	0.99
102	2010-03-16 00:00:00	15	3320	Chapa o Coco	36	O Rappa	259	Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro	15	Electronica/Dance	1	MPEG audio file		0.99	1	0.99
102	2010-03-16 00:00:00	15	3326	Todo o Carnaval tem seu Fim	36	O Rappa	259	Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro	15	Electronica/Dance	1	MPEG audio file		0.99	1	0.99
102	2010-03-16 00:00:00	15	3332	Funk de Bamba	36	O Rappa	259	Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro	15	Electronica/Dance	1	MPEG audio file		0.99	1	0.99
102	2010-03-16 00:00:00	15	3338	The Beginning of the End	149	Lost	261	LOST, Season 4	21	Drama	3	Protected MPEG-4 video file		1.99	1	1.99
103	2010-03-21 00:00:00	24	3347	Meet Kevin Johnson	149	Lost	261	LOST, Season 4	19	TV Shows	3	Protected MPEG-4 video file		1.99	1	1.99
103	2010-03-21 00:00:00	24	3356	Muita Bobeira	201	Luciana Souza/Romero Lubambo	266	Duos II	7	Latin	5	AAC audio file	Luciana Souza	0.99	1	0.99
103	2010-03-21 00:00:00	24	3365	Say Hello 2 Heaven	204	Temple of the Dog	269	Temple of the Dog	23	Alternative	2	Protected AAC audio file		0.99	1	0.99
103	2010-03-21 00:00:00	24	3374	All Night Thing	204	Temple of the Dog	269	Temple of the Dog	23	Alternative	2	Protected AAC audio file		0.99	1	0.99
103	2010-03-21 00:00:00	24	3383	Scar On the Sky	205	Chris Cornell	270	Carry On	23	Alternative	2	Protected AAC audio file	Chris Cornell	0.99	1	0.99
103	2010-03-21 00:00:00	24	3392	Until We Fall	8	Audioslave	271	Revelations	23	Alternative	2	Protected AAC audio file		0.99	1	0.99
103	2010-03-21 00:00:00	24	3401	Show Me How to Live (Live at the Quart Festival)	8	Audioslave	271	Revelations	23	Alternative	2	Protected AAC audio file		0.99	1	0.99
103	2010-03-21 00:00:00	24	3410	The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound	213	Scholars Baroque Ensemble	279	Handel: The Messiah (Highlights)	24	Classical	2	Protected AAC audio file	George Frideric Handel	0.99	1	0.99
103	2010-03-21 00:00:00	24	3419	Requiem, Op.48: 4. Pie Jesu	222	Academy of St. Martin in the Fields, John Birch, Sir Neville Marriner & Sylvia McNair	288	Fauré: Requiem, Ravel: Pavane & Others	24	Classical	2	Protected AAC audio file	Gabriel Fauré	0.99	1	0.99
103	2010-03-21 00:00:00	24	3428	Branch Closing	156	The Office	251	The Office, Season 3	22	Comedy	3	Protected MPEG-4 video file		1.99	1	1.99
103	2010-03-21 00:00:00	24	3437	"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto"	238	Maurizio Pollini	304	Beethoven Piano Sonatas: Moonlight & Pastorale	24	Classical	2	Protected AAC audio file	Ludwig van Beethoven	0.99	1	0.99
103	2010-03-21 00:00:00	24	3446	Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat	245	Michael Tilson Thomas & San Francisco Symphony	312	Berlioz: Symphonie Fantastique	24	Classical	2	Protected AAC audio file	Hector Berlioz	0.99	1	0.99
103	2010-03-21 00:00:00	24	3455	Rehab	252	Amy Winehouse	321	Back to Black	14	R&B/Soul	2	Protected AAC audio file		0.99	1	0.99
103	2010-03-21 00:00:00	24	3464	He Can Only Hold Her	252	Amy Winehouse	321	Back to Black	14	R&B/Soul	2	Protected AAC audio file	Richard Poindexter & Robert Poindexter	0.99	1	0.99
104	2010-03-29 00:00:00	38	3478	Slowness	253	Calexico	323	Carried to Dust (Bonus Track Version)	23	Alternative	2	Protected AAC audio file		0.99	1	0.99
105	2010-04-11 00:00:00	39	3479	Prometheus Overture, Op. 43	254	Otto Klemperer & Philharmonia Orchestra	324	Beethoven: Symphony No. 6 'Pastoral' Etc.	24	Classical	4	Purchased AAC audio file	Ludwig van Beethoven	0.99	1	0.99
105	2010-04-11 00:00:00	39	3480	Sonata for Solo Violin: IV: Presto	255	Yehudi Menuhin	325	Bartok: Violin & Viola Concertos	24	Classical	4	Purchased AAC audio file	Béla Bartók	0.99	1	0.99
106	2010-04-11 00:00:00	41	3482	Suite No. 3 in D, BWV 1068: III. Gavotte I & II	257	Academy of St. Martin in the Fields, Sir Neville Marriner & Thurston Dart	327	Bach: Orchestral Suites Nos. 1 - 4	24	Classical	2	Protected AAC audio file	Johann Sebastian Bach	0.99	1	0.99
106	2010-04-11 00:00:00	41	3484	Adios nonino	259	The 12 Cellists of The Berlin Philharmonic	329	South American Getaway	24	Classical	2	Protected AAC audio file	Astor Piazzolla	0.99	1	0.99
107	2010-04-12 00:00:00	43	3486	Act IV, Symphony	261	Roger Norrington, London Classical Players	331	Purcell: The Fairy Queen	24	Classical	2	Protected AAC audio file	Henry Purcell	0.99	1	0.99
107	2010-04-12 00:00:00	43	3488	"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts"""	263	Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir	333	Purcell: Music for the Queen Mary	24	Classical	2	Protected AAC audio file	Henry Purcell	0.99	1	0.99
107	2010-04-12 00:00:00	43	3490	Partita in E Major, BWV 1006A: I. Prelude	265	Julian Bream	335	J.S. Bach: Chaconne, Suite in E Minor, Partita in E Major & Prelude, Fugue and Allegro	24	Classical	2	Protected AAC audio file	Johann Sebastian Bach	0.99	1	0.99
107	2010-04-12 00:00:00	43	3492	Sing Joyfully	247	The King's Singers	314	English Renaissance	24	Classical	2	Protected AAC audio file	William Byrd	0.99	1	0.99
108	2010-04-13 00:00:00	47	1	For Those About To Rock (We Salute You)	1	AC/DC	1	For Those About To Rock We Salute You	1	Rock	1	MPEG audio file	Angus Young, Malcolm Young, Brian Johnson	0.99	1	0.99
108	2010-04-13 00:00:00	47	5	Princess of the Dawn	2	Accept	3	Restless and Wild	1	Rock	2	Protected AAC audio file	Deaffy & R.A. Smith-Diesel	0.99	1	0.99
108	2010-04-13 00:00:00	47	9	Snowballed	1	AC/DC	1	For Those About To Rock We Salute You	1	Rock	1	MPEG audio file	Angus Young, Malcolm Young, Brian Johnson	0.99	1	0.99
108	2010-04-13 00:00:00	47	13	Night Of The Long Knives	1	AC/DC	1	For Those About To Rock We Salute You	1	Rock	1	MPEG audio file	Angus Young, Malcolm Young, Brian Johnson	0.99	1	0.99
108	2010-04-13 00:00:00	47	3496	Étude 1, In C Major - Preludio (Presto) - Liszt	269	Michele Campanella	340	Liszt - 12 Études D'Execution Transcendante	24	Classical	4	Purchased AAC audio file		0.99	1	0.99
108	2010-04-13 00:00:00	47	3500	"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai"	272	Emerson String Quartet	344	Schubert: The Late String Quartets & String Quintet (3 CD's)	24	Classical	2	Protected AAC audio file	Franz Schubert	0.99	1	0.99
109	2010-04-16 00:00:00	53	19	Problem Child	1	AC/DC	4	Let There Be Rock	1	Rock	1	MPEG audio file	AC/DC	0.99	1	0.99
109	2010-04-16 00:00:00	53	25	Rag Doll	3	Aerosmith	5	Big Ones	1	Rock	1	MPEG audio file	Steven Tyler, Joe Perry, Jim Vallance, Holly Knight	0.99	1	0.99
109	2010-04-16 00:00:00	53	31	Blind Man	3	Aerosmith	5	Big Ones	1	Rock	1	MPEG audio file	Steven Tyler, Joe Perry, Taylor Rhodes	0.99	1	0.99
109	2010-04-16 00:00:00	53	37	Livin' On The Edge	3	Aerosmith	5	Big Ones	1	Rock	1	MPEG audio file	Steven Tyler, Joe Perry, Mark Hudson	0.99	1	0.99
109	2010-04-16 00:00:00	53	43	Forgiven	4	Alanis Morissette	6	Jagged Little Pill	1	Rock	1	MPEG audio file	Alanis Morissette & Glenn Ballard	0.99	1	0.99
109	2010-04-16 00:00:00	53	49	Wake Up	4	Alanis Morissette	6	Jagged Little Pill	1	Rock	1	MPEG audio file	Alanis Morissette & Glenn Ballard	0.99	1	0.99
109	2010-04-16 00:00:00	53	55	I Can't Remember	5	Alice In Chains	7	Facelift	1	Rock	1	MPEG audio file	Jerry Cantrell, Layne Staley	0.99	1	0.99
109	2010-04-16 00:00:00	53	61	I Know Somethin (Bout You)	5	Alice In Chains	7	Facelift	1	Rock	1	MPEG audio file	Jerry Cantrell	0.99	1	0.99
109	2010-04-16 00:00:00	53	67	Ligia	6	Antônio Carlos Jobim	8	Warner 25 Anos	2	Jazz	1	MPEG audio file		0.99	1	0.99
110	2010-04-21 00:00:00	3	76	Canta, Canta Mais	6	Antônio Carlos Jobim	8	Warner 25 Anos	2	Jazz	1	MPEG audio file		0.99	1	0.99
110	2010-04-21 00:00:00	3	85	Cochise	8	Audioslave	10	Audioslave	1	Rock	1	MPEG audio file	Audioslave/Chris Cornell	0.99	1	0.99
110	2010-04-21 00:00:00	3	94	Hypnotize	8	Audioslave	10	Audioslave	1	Rock	1	MPEG audio file	Audioslave/Chris Cornell	0.99	1	0.99
110	2010-04-21 00:00:00	3	103	Drown Me Slowly	8	Audioslave	11	Out Of Exile	4	Alternative & Punk	1	MPEG audio file	Cornell, Commerford, Morello, Wilk	0.99	1	0.99
110	2010-04-21 00:00:00	3	112	Long Tall Sally	9	BackBeat	12	BackBeat Soundtrack	5	Rock And Roll	1	MPEG audio file	"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell"	0.99	1	0.99
110	2010-04-21 00:00:00	3	121	Good Golly Miss Molly	9	BackBeat	12	BackBeat Soundtrack	5	Rock And Roll	1	MPEG audio file	Little Richard	0.99	1	0.99
110	2010-04-21 00:00:00	3	130	Do what cha wanna	10	Billy Cobham	13	The Best Of Billy Cobham	2	Jazz	1	MPEG audio file	George Duke	0.99	1	0.99
110	2010-04-21 00:00:00	3	139	A.N.D.R.O.T.A.Z.	11	Black Label Society	14	Alcohol Fueled Brewtality Live! [Disc 1]	3	Metal	1	MPEG audio file		0.99	1	0.99
110	2010-04-21 00:00:00	3	148	The Beginning...At Last	11	Black Label Society	15	Alcohol Fueled Brewtality Live! [Disc 2]	3	Metal	1	MPEG audio file		0.99	1	0.99
110	2010-04-21 00:00:00	3	157	Tomorrow's Dream	12	Black Sabbath	17	Black Sabbath Vol. 4 (Remaster)	3	Metal	1	MPEG audio file	Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne	0.99	1	0.99
110	2010-04-21 00:00:00	3	166	Smoked Pork	13	Body Count	18	Body Count	4	Alternative & Punk	1	MPEG audio file		0.99	1	0.99
110	2010-04-21 00:00:00	3	175	Voodoo	13	Body Count	18	Body Count	4	Alternative & Punk	1	MPEG audio file		0.99	1	0.99
110	2010-04-21 00:00:00	3	184	Chemical Wedding	14	Bruce Dickinson	19	Chemical Wedding	3	Metal	1	MPEG audio file	Roy Z	0.99	1	0.99
110	2010-04-21 00:00:00	3	193	Realword	14	Bruce Dickinson	19	Chemical Wedding	3	Metal	1	MPEG audio file	Roy Z	0.99	1	0.99
111	2010-04-29 00:00:00	17	207	Meditação	16	Caetano Veloso	21	Prenda Minha	7	Latin	1	MPEG audio file	Tom Jobim - Newton Mendoça	0.99	1	0.99
112	2010-05-12 00:00:00	18	208	Terra	16	Caetano Veloso	21	Prenda Minha	7	Latin	1	MPEG audio file	Caetano Veloso	0.99	1	0.99
112	2010-05-12 00:00:00	18	209	Eclipse Oculto	16	Caetano Veloso	21	Prenda Minha	7	Latin	1	MPEG audio file	Caetano Veloso	0.99	1	0.99
113	2010-05-12 00:00:00	20	211	Bem Devagar	16	Caetano Veloso	21	Prenda Minha	7	Latin	1	MPEG audio file	Gilberto Gil	0.99	1	0.99
113	2010-05-12 00:00:00	20	213	Saudosismo	16	Caetano Veloso	21	Prenda Minha	7	Latin	1	MPEG audio file	Caetano Veloso	0.99	1	0.99
114	2010-05-13 00:00:00	22	215	Sozinho	16	Caetano Veloso	21	Prenda Minha	7	Latin	1	MPEG audio file	Peninha	0.99	1	0.99
114	2010-05-13 00:00:00	22	217	Mel	16	Caetano Veloso	21	Prenda Minha	7	Latin	1	MPEG audio file	Caetano Veloso - Waly Salomão	0.99	1	0.99
114	2010-05-13 00:00:00	22	219	Odara	16	Caetano Veloso	21	Prenda Minha	7	Latin	1	MPEG audio file	Caetano Veloso	0.99	1	0.99
114	2010-05-13 00:00:00	22	221	Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu	16	Caetano Veloso	21	Prenda Minha	7	Latin	1	MPEG audio file	David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto	0.99	1	0.99
115	2010-05-14 00:00:00	26	225	Sozinho (Caêdrum 'n' Bass)	16	Caetano Veloso	22	Sozinho Remix Ao Vivo	7	Latin	1	MPEG audio file		0.99	1	0.99
115	2010-05-14 00:00:00	26	229	Samba De Orly	17	Chico Buarque	23	Minha Historia	7	Latin	1	MPEG audio file		0.99	1	0.99
115	2010-05-14 00:00:00	26	233	O Que Será (À Flor Da Terra)	17	Chico Buarque	23	Minha Historia	7	Latin	1	MPEG audio file		0.99	1	0.99
115	2010-05-14 00:00:00	26	237	Minha Historia	17	Chico Buarque	23	Minha Historia	7	Latin	1	MPEG audio file		0.99	1	0.99
115	2010-05-14 00:00:00	26	241	Geni E O Zepelim	17	Chico Buarque	23	Minha Historia	7	Latin	1	MPEG audio file		0.99	1	0.99
115	2010-05-14 00:00:00	26	245	Construção / Deus Lhe Pague	17	Chico Buarque	23	Minha Historia	7	Latin	1	MPEG audio file		0.99	1	0.99
116	2010-05-17 00:00:00	32	251	Um Passeio No Mundo Livre	18	Chico Science & Nação Zumbi	24	Afrociberdelia	7	Latin	1	MPEG audio file	Chico Science	0.99	1	0.99
116	2010-05-17 00:00:00	32	257	Manguetown	18	Chico Science & Nação Zumbi	24	Afrociberdelia	7	Latin	1	MPEG audio file	Chico Science	0.99	1	0.99
116	2010-05-17 00:00:00	32	263	Criança De Domingo	18	Chico Science & Nação Zumbi	24	Afrociberdelia	7	Latin	1	MPEG audio file	Chico Science	0.99	1	0.99
116	2010-05-17 00:00:00	32	269	Banditismo Por Uma Questa	18	Chico Science & Nação Zumbi	25	Da Lama Ao Caos	7	Latin	1	MPEG audio file		0.99	1	0.99
116	2010-05-17 00:00:00	32	275	Da Lama Ao Caos	18	Chico Science & Nação Zumbi	25	Da Lama Ao Caos	7	Latin	1	MPEG audio file		0.99	1	0.99
116	2010-05-17 00:00:00	32	281	Computadores Fazem Arte	18	Chico Science & Nação Zumbi	25	Da Lama Ao Caos	7	Latin	1	MPEG audio file		0.99	1	0.99
116	2010-05-17 00:00:00	32	287	Extra	19	Cidade Negra	26	Acústico MTV [Live]	8	Reggae	1	MPEG audio file	Gilberto Gil	0.99	1	0.99
116	2010-05-17 00:00:00	32	293	Onde Você Mora?	19	Cidade Negra	26	Acústico MTV [Live]	8	Reggae	1	MPEG audio file	Marisa Monte/Nando Reis	0.99	1	0.99
116	2010-05-17 00:00:00	32	299	Onde Você Mora?	19	Cidade Negra	27	Cidade Negra - Hits	8	Reggae	1	MPEG audio file	Marisa Monte/Nando Reis	0.99	1	0.99
117	2010-05-22 00:00:00	41	308	Na Frente Da TV	19	Cidade Negra	27	Cidade Negra - Hits	8	Reggae	1	MPEG audio file	Bino/Da Gama/Lazao/Ras Bernardo	0.99	1	0.99
117	2010-05-22 00:00:00	41	317	Amor Demais	20	Cláudio Zoli	28	Na Pista	7	Latin	1	MPEG audio file		0.99	1	0.99
117	2010-05-22 00:00:00	41	326	Tapa Aqui, Descobre Ali	21	Various Artists	29	Axé Bahia 2001	9	Pop	1	MPEG audio file	Paulo Levi/W. Rangel	0.99	1	0.99
117	2010-05-22 00:00:00	41	335	My Love	21	Various Artists	29	Axé Bahia 2001	9	Pop	1	MPEG audio file	Jauperi/Zeu Góes	0.99	1	0.99
117	2010-05-22 00:00:00	41	344	Travelling Riverside Blues	22	Led Zeppelin	30	BBC Sessions [Disc 1] [Live]	1	Rock	1	MPEG audio file	Jimmy Page/Robert Johnson/Robert Plant	0.99	1	0.99
117	2010-05-22 00:00:00	41	353	Sam With The Showing Scalp Flat Top	23	Frank Zappa & Captain Beefheart	31	Bongo Fury	1	Rock	1	MPEG audio file	Don Van Vliet	0.99	1	0.99
117	2010-05-22 00:00:00	41	362	Gavioes 2001	21	Various Artists	32	Carnaval 2001	10	Soundtrack	1	MPEG audio file		0.99	1	0.99
117	2010-05-22 00:00:00	41	371	Morro Da Casa Verde 2001	21	Various Artists	32	Carnaval 2001	10	Soundtrack	1	MPEG audio file		0.99	1	0.99
117	2010-05-22 00:00:00	41	380	Samba da Bençaco	24	Marcos Valle	33	Chill: Brazil (Disc 1)	7	Latin	1	MPEG audio file	Baden Powell/Vinicius de Moraes	0.99	1	0.99
117	2010-05-22 00:00:00	41	389	Maria Fumaça	24	Marcos Valle	33	Chill: Brazil (Disc 1)	7	Latin	1	MPEG audio file	Luiz Carlos/Oberdan	0.99	1	0.99
117	2010-05-22 00:00:00	41	398	Only A Dream In Rio	6	Antônio Carlos Jobim	34	Chill: Brazil (Disc 2)	7	Latin	1	MPEG audio file	Vários	0.99	1	0.99
117	2010-05-22 00:00:00	41	407	Só Tinha De Ser Com Você	6	Antônio Carlos Jobim	34	Chill: Brazil (Disc 2)	7	Latin	1	MPEG audio file	Vários	0.99	1	0.99
117	2010-05-22 00:00:00	41	416	Whiskey In The Jar	50	Metallica	35	Garage Inc. (Disc 1)	3	Metal	1	MPEG audio file	Traditional	0.99	1	0.99
117	2010-05-22 00:00:00	41	425	It's A Hard Life	51	Queen	36	Greatest Hits II	1	Rock	1	MPEG audio file	Freddie Mercury	0.99	1	0.99
118	2010-05-30 00:00:00	55	439	Sure Know Something	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Paul Stanley, Vincent Poncia	0.99	1	0.99
119	2010-06-12 00:00:00	56	440	Love Gun	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Paul Stanley	0.99	1	0.99
119	2010-06-12 00:00:00	56	441	Deuce	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Gene Simmons	0.99	1	0.99
120	2010-06-12 00:00:00	58	443	Shock Me	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Ace Frehley	0.99	1	0.99
120	2010-06-12 00:00:00	58	445	She	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Gene Simmons, S. Coronel	0.99	1	0.99
121	2010-06-13 00:00:00	1	447	Shout It Out Loud	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Paul Stanley, Gene Simmons, B. Ezrin	0.99	1	0.99
121	2010-06-13 00:00:00	1	449	Calling Dr. Love	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Gene Simmons	0.99	1	0.99
121	2010-06-13 00:00:00	1	451	Strutter	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Paul Stanley, Gene Simmons	0.99	1	0.99
121	2010-06-13 00:00:00	1	453	Cold Gin	52	Kiss	37	Greatest Kiss	1	Rock	1	MPEG audio file	Ace Frehley	0.99	1	0.99
122	2010-06-14 00:00:00	5	457	De La Luz	53	Spyro Gyra	38	Heart of the Night	2	Jazz	1	MPEG audio file		0.99	1	0.99
122	2010-06-14 00:00:00	5	461	Surrender	53	Spyro Gyra	38	Heart of the Night	2	Jazz	1	MPEG audio file		0.99	1	0.99
122	2010-06-14 00:00:00	5	465	When Evening Falls	53	Spyro Gyra	38	Heart of the Night	2	Jazz	1	MPEG audio file		0.99	1	0.99
122	2010-06-14 00:00:00	5	469	Poprocks And Coke	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
122	2010-06-14 00:00:00	5	473	When I Come Around	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
122	2010-06-14 00:00:00	5	477	Brain Stew	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
123	2010-06-17 00:00:00	11	483	Redundant	54	Green Day	39	International Superhits	4	Alternative & Punk	1	MPEG audio file	Billie Joe Armstrong -Words Green Day -Music	0.99	1	0.99
123	2010-06-17 00:00:00	11	489	Into The Light	55	David Coverdale	40	Into The Light	1	Rock	1	MPEG audio file	David Coverdale	0.99	1	0.99
123	2010-06-17 00:00:00	11	495	Cry For Love	55	David Coverdale	40	Into The Light	1	Rock	1	MPEG audio file	Bossi/David Coverdale/Earl Slick	0.99	1	0.99
123	2010-06-17 00:00:00	11	501	Grito De Alerta	56	Gonzaguinha	41	Meus Momentos	7	Latin	1	MPEG audio file	Gonzaga Jr.	0.99	1	0.99
123	2010-06-17 00:00:00	11	507	Lindo Lago Do Amor	56	Gonzaguinha	41	Meus Momentos	7	Latin	1	MPEG audio file	Gonzaga Jr.	0.99	1	0.99
123	2010-06-17 00:00:00	11	513	Ponto De Interrogação	56	Gonzaguinha	41	Meus Momentos	7	Latin	1	MPEG audio file		0.99	1	0.99
123	2010-06-17 00:00:00	11	519	Voce Nao Entende Nada - Cotidiano	17	Chico Buarque	23	Minha Historia	7	Latin	1	MPEG audio file		0.99	1	0.99
123	2010-06-17 00:00:00	11	525	O Leaozinho	17	Chico Buarque	23	Minha Historia	7	Latin	1	MPEG audio file		0.99	1	0.99
123	2010-06-17 00:00:00	11	531	Top Top	57	Os Mutantes	42	Minha História	4	Alternative & Punk	1	MPEG audio file	Os Mutantes - Arnolpho Lima Filho	0.99	1	0.99
124	2010-06-22 00:00:00	20	540	Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll	57	Os Mutantes	42	Minha História	4	Alternative & Punk	1	MPEG audio file	Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho	0.99	1	0.99
124	2010-06-22 00:00:00	20	549	You Fool No One	58	Deep Purple	43	MK III The Final Concerts [Disc 1]	1	Rock	1	MPEG audio file	Coverdale/Lord/Paice	0.99	1	0.99
124	2010-06-22 00:00:00	20	558	Viradouro	21	Various Artists	45	Sambas De Enredo 2001	7	Latin	1	MPEG audio file	Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto	0.99	1	0.99
124	2010-06-22 00:00:00	20	567	Tradição	21	Various Artists	45	Sambas De Enredo 2001	7	Latin	1	MPEG audio file	Adalto Magalha/Lourenco	0.99	1	0.99
124	2010-06-22 00:00:00	20	576	Maria Maria	59	Santana	46	Supernatural	1	Rock	1	MPEG audio file	W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow	0.99	1	0.99
124	2010-06-22 00:00:00	20	585	Entre E Ouça	37	Ed Motta	47	The Best of Ed Motta	7	Latin	1	MPEG audio file		0.99	1	0.99
124	2010-06-22 00:00:00	20	594	Agora Que O Dia Acordou	37	Ed Motta	47	The Best of Ed Motta	7	Latin	1	MPEG audio file		0.99	1	0.99
124	2010-06-22 00:00:00	20	603	Bye Bye Blackbird	68	Miles Davis	48	The Essential Miles Davis [Disc 1]	2	Jazz	1	MPEG audio file	Miles Davis	0.99	1	0.99
124	2010-06-22 00:00:00	20	612	Nefertiti	68	Miles Davis	49	The Essential Miles Davis [Disc 2]	2	Jazz	1	MPEG audio file	Miles Davis	0.99	1	0.99
124	2010-06-22 00:00:00	20	621	Going Down / Highway Star	58	Deep Purple	50	The Final Concerts (Disc 2)	1	Rock	1	MPEG audio file	Gillan/Glover/Lord/Nix - Blackmore/Paice	0.99	1	0.99
124	2010-06-22 00:00:00	20	630	Boogie Blues	69	Gene Krupa	51	Up An' Atom	2	Jazz	1	MPEG audio file		0.99	1	0.99
124	2010-06-22 00:00:00	20	639	Don't Take Your Love From Me	69	Gene Krupa	51	Up An' Atom	2	Jazz	1	MPEG audio file		0.99	1	0.99
124	2010-06-22 00:00:00	20	648	Onde Anda Você	70	Toquinho & Vinícius	52	Vinícius De Moraes - Sem Limite	11	Bossa Nova	1	MPEG audio file		0.99	1	0.99
124	2010-06-22 00:00:00	20	657	Deixa	70	Toquinho & Vinícius	52	Vinícius De Moraes - Sem Limite	11	Bossa Nova	1	MPEG audio file		0.99	1	0.99
